,periodo,Total,cod_prov,provincias,cod_actividad,ramas de actividad
647,2019,8342239,29,Málaga,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
648,2021,6790462,29,Málaga,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
649,2020,6544666,29,Málaga,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
650,2019,6948800,29,Málaga,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
651,2021,1555680,30,Murcia,1," Agricultura, ganadería, silvicultura y pesca"
652,2020,1519277,30,Murcia,1," Agricultura, ganadería, silvicultura y pesca"
653,2019,1617920,30,Murcia,1," Agricultura, ganadería, silvicultura y pesca"
654,2021,5608933,30,Murcia,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
655,2020,4816771,30,Murcia,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
656,2019,5306154,30,Murcia,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
657,2021,4275150,30,Murcia,3, - De las cuales: Industria manufacturera
658,2020,3660672,30,Murcia,3, - De las cuales: Industria manufacturera
659,2019,4075736,30,Murcia,3, - De las cuales: Industria manufacturera
660,2021,1705143,30,Murcia,7, Construcción
661,2020,1632555,30,Murcia,7, Construcción
662,2019,1909159,30,Murcia,7, Construcción
663,2021,7516651,30,Murcia,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
664,2020,6590539,30,Murcia,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
665,2019,7618779,30,Murcia,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
666,2021,6215565,30,Murcia,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
667,2020,5887143,30,Murcia,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
668,2019,5914766,30,Murcia,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
669,2021,7000380,30,Murcia,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
670,2020,6723558,30,Murcia,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
671,2019,6945191,30,Murcia,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
672,2021,715214,31,Navarra,1," Agricultura, ganadería, silvicultura y pesca"
673,2020,693269,31,Navarra,1," Agricultura, ganadería, silvicultura y pesca"
674,2019,671653,31,Navarra,1," Agricultura, ganadería, silvicultura y pesca"
675,2021,5498025,31,Navarra,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
676,2020,5096618,31,Navarra,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
677,2019,5608308,31,Navarra,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
678,2021,4752883,31,Navarra,3, - De las cuales: Industria manufacturera
679,2020,4436495,31,Navarra,3, - De las cuales: Industria manufacturera
680,2019,4872516,31,Navarra,3, - De las cuales: Industria manufacturera
681,2021,1046069,31,Navarra,7, Construcción
682,2020,970671,31,Navarra,7, Construcción
683,2019,1117296,31,Navarra,7, Construcción
684,2021,3751217,31,Navarra,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
685,2020,3208902,31,Navarra,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
686,2019,4025408,31,Navarra,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
687,2021,3620392,31,Navarra,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
688,2020,3502143,31,Navarra,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
689,2019,3587200,31,Navarra,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
690,2021,3932937,31,Navarra,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
691,2020,3808630,31,Navarra,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
692,2019,3921279,31,Navarra,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
693,2021,382289,32,Ourense,1," Agricultura, ganadería, silvicultura y pesca"
694,2020,334061,32,Ourense,1," Agricultura, ganadería, silvicultura y pesca"
695,2019,507480,32,Ourense,1," Agricultura, ganadería, silvicultura y pesca"
696,2021,1392490,32,Ourense,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
697,2020,1137917,32,Ourense,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
698,2019,1171849,32,Ourense,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
699,2021,682035,32,Ourense,3, - De las cuales: Industria manufacturera
700,2020,620754,32,Ourense,3, - De las cuales: Industria manufacturera
701,2019,682981,32,Ourense,3, - De las cuales: Industria manufacturera
702,2021,426962,32,Ourense,7, Construcción
703,2020,430937,32,Ourense,7, Construcción
704,2019,514957,32,Ourense,7, Construcción
705,2021,1483127,32,Ourense,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
706,2020,1258680,32,Ourense,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
707,2019,1523294,32,Ourense,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
708,2021,1188820,32,Ourense,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
709,2020,1155135,32,Ourense,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
710,2019,1165126,32,Ourense,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
711,2021,1553782,32,Ourense,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
712,2020,1509092,32,Ourense,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
713,2019,1557388,32,Ourense,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
714,2021,348625,34,Palencia,1," Agricultura, ganadería, silvicultura y pesca"
715,2020,278063,34,Palencia,1," Agricultura, ganadería, silvicultura y pesca"
716,2019,230828,34,Palencia,1," Agricultura, ganadería, silvicultura y pesca"
717,2021,1089346,34,Palencia,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
718,2020,1037431,34,Palencia,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
719,2019,1200768,34,Palencia,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
720,2021,934598,34,Palencia,3, - De las cuales: Industria manufacturera
721,2020,952127,34,Palencia,3, - De las cuales: Industria manufacturera
722,2019,1057584,34,Palencia,3, - De las cuales: Industria manufacturera
723,2021,195647,34,Palencia,7, Construcción
724,2020,197343,34,Palencia,7, Construcción
725,2019,206840,34,Palencia,7, Construcción
726,2021,616051,34,Palencia,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
727,2020,542423,34,Palencia,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
728,2019,671756,34,Palencia,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
729,2021,727306,34,Palencia,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
730,2020,704338,34,Palencia,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
731,2019,732983,34,Palencia,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
732,2021,916807,34,Palencia,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
733,2020,916992,34,Palencia,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
734,2019,956721,34,Palencia,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
735,2021,247736,35,"Palmas, Las",1," Agricultura, ganadería, silvicultura y pesca"
736,2020,255269,35,"Palmas, Las",1," Agricultura, ganadería, silvicultura y pesca"
737,2019,264322,35,"Palmas, Las",1," Agricultura, ganadería, silvicultura y pesca"
738,2021,1514492,35,"Palmas, Las",2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
739,2020,1410524,35,"Palmas, Las",2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
740,2019,1534808,35,"Palmas, Las",2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
741,2021,719414,35,"Palmas, Las",3, - De las cuales: Industria manufacturera
742,2020,684010,35,"Palmas, Las",3, - De las cuales: Industria manufacturera
743,2019,799644,35,"Palmas, Las",3, - De las cuales: Industria manufacturera
744,2021,1273844,35,"Palmas, Las",7, Construcción
745,2020,1186512,35,"Palmas, Las",7, Construcción
746,2019,1271859,35,"Palmas, Las",7, Construcción
747,2021,6618825,35,"Palmas, Las",4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
748,2020,5324925,35,"Palmas, Las",4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
749,2019,8579740,35,"Palmas, Las",4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
750,2021,4935073,35,"Palmas, Las",5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
751,2020,4763697,35,"Palmas, Las",5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
752,2019,5091851,35,"Palmas, Las",5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
753,2021,5365733,35,"Palmas, Las",6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
754,2020,5028455,35,"Palmas, Las",6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
755,2019,5218522,35,"Palmas, Las",6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
756,2021,742360,36,Pontevedra,1," Agricultura, ganadería, silvicultura y pesca"
757,2020,676570,36,Pontevedra,1," Agricultura, ganadería, silvicultura y pesca"
758,2019,818688,36,Pontevedra,1," Agricultura, ganadería, silvicultura y pesca"
759,2021,4744084,36,Pontevedra,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
760,2020,3994501,36,Pontevedra,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
761,2019,3977842,36,Pontevedra,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
762,2021,4316195,36,Pontevedra,3, - De las cuales: Industria manufacturera
763,2020,3704507,36,Pontevedra,3, - De las cuales: Industria manufacturera
764,2019,3713443,36,Pontevedra,3, - De las cuales: Industria manufacturera
765,2021,1168637,36,Pontevedra,7, Construcción
766,2020,1200960,36,Pontevedra,7, Construcción
767,2019,1369926,36,Pontevedra,7, Construcción
768,2021,4885776,36,Pontevedra,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
769,2020,4194311,36,Pontevedra,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
770,2019,5014448,36,Pontevedra,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
771,2021,4299973,36,Pontevedra,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
772,2020,4150541,36,Pontevedra,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
773,2019,4204561,36,Pontevedra,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
774,2021,4052861,36,Pontevedra,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
775,2020,4056584,36,Pontevedra,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
776,2019,4238514,36,Pontevedra,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
777,2021,476624,26,"Rioja, La",1," Agricultura, ganadería, silvicultura y pesca"
778,2020,467196,26,"Rioja, La",1," Agricultura, ganadería, silvicultura y pesca"
779,2019,480753,26,"Rioja, La",1," Agricultura, ganadería, silvicultura y pesca"
780,2021,1987268,26,"Rioja, La",2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
781,2020,1881181,26,"Rioja, La",2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
782,2019,2041910,26,"Rioja, La",2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
783,2021,1687784,26,"Rioja, La",3, - De las cuales: Industria manufacturera
784,2020,1617797,26,"Rioja, La",3, - De las cuales: Industria manufacturera
785,2019,1786257,26,"Rioja, La",3, - De las cuales: Industria manufacturera
786,2021,438925,26,"Rioja, La",7, Construcción
787,2020,429765,26,"Rioja, La",7, Construcción
788,2019,493419,26,"Rioja, La",7, Construcción
789,2021,1560662,26,"Rioja, La",4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
790,2020,1346824,26,"Rioja, La",4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
791,2019,1657362,26,"Rioja, La",4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
792,2021,1579983,26,"Rioja, La",5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
793,2020,1528596,26,"Rioja, La",5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
794,2019,1549702,26,"Rioja, La",5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
795,2021,1755185,26,"Rioja, La",6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
796,2020,1742724,26,"Rioja, La",6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
797,2019,1778337,26,"Rioja, La",6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
798,2021,348499,37,Salamanca,1," Agricultura, ganadería, silvicultura y pesca"
799,2020,364262,37,Salamanca,1," Agricultura, ganadería, silvicultura y pesca"
800,2019,357605,37,Salamanca,1," Agricultura, ganadería, silvicultura y pesca"
801,2021,851691,37,Salamanca,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
802,2020,613052,37,Salamanca,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
803,2019,560811,37,Salamanca,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
804,2021,518924,37,Salamanca,3, - De las cuales: Industria manufacturera
805,2020,480828,37,Salamanca,3, - De las cuales: Industria manufacturera
806,2019,423359,37,Salamanca,3, - De las cuales: Industria manufacturera
807,2021,410569,37,Salamanca,7, Construcción
808,2020,364334,37,Salamanca,7, Construcción
809,2019,426712,37,Salamanca,7, Construcción
810,2021,1557796,37,Salamanca,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
811,2020,1315417,37,Salamanca,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
812,2019,1662920,37,Salamanca,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
813,2021,1470694,37,Salamanca,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
814,2020,1416690,37,Salamanca,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
815,2019,1447567,37,Salamanca,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
816,2021,1956168,37,Salamanca,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
817,2020,1969395,37,Salamanca,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
818,2019,2076334,37,Salamanca,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
819,2021,483802,38,Santa Cruz de Tenerife,1," Agricultura, ganadería, silvicultura y pesca"
820,2020,454127,38,Santa Cruz de Tenerife,1," Agricultura, ganadería, silvicultura y pesca"
821,2019,473279,38,Santa Cruz de Tenerife,1," Agricultura, ganadería, silvicultura y pesca"
822,2021,1209138,38,Santa Cruz de Tenerife,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
823,2020,1118599,38,Santa Cruz de Tenerife,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
824,2019,1165868,38,Santa Cruz de Tenerife,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
825,2021,457525,38,Santa Cruz de Tenerife,3, - De las cuales: Industria manufacturera
826,2020,431406,38,Santa Cruz de Tenerife,3, - De las cuales: Industria manufacturera
827,2019,467048,38,Santa Cruz de Tenerife,3, - De las cuales: Industria manufacturera
828,2021,1120681,38,Santa Cruz de Tenerife,7, Construcción
829,2020,1124156,38,Santa Cruz de Tenerife,7, Construcción
830,2019,1439801,38,Santa Cruz de Tenerife,7, Construcción
831,2021,5416038,38,Santa Cruz de Tenerife,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
832,2020,4384777,38,Santa Cruz de Tenerife,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
833,2019,7086295,38,Santa Cruz de Tenerife,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
834,2021,4819924,38,Santa Cruz de Tenerife,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
835,2020,4626471,38,Santa Cruz de Tenerife,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
836,2019,4925187,38,Santa Cruz de Tenerife,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
837,2021,5756540,38,Santa Cruz de Tenerife,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
838,2020,5572109,38,Santa Cruz de Tenerife,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
839,2019,5740728,38,Santa Cruz de Tenerife,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
840,2021,232663,40,Segovia,1," Agricultura, ganadería, silvicultura y pesca"
841,2020,222457,40,Segovia,1," Agricultura, ganadería, silvicultura y pesca"
842,2019,194001,40,Segovia,1," Agricultura, ganadería, silvicultura y pesca"
843,2021,368098,40,Segovia,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
844,2020,310324,40,Segovia,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
845,2019,357123,40,Segovia,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
846,2021,263149,40,Segovia,3, - De las cuales: Industria manufacturera
847,2020,236422,40,Segovia,3, - De las cuales: Industria manufacturera
848,2019,292520,40,Segovia,3, - De las cuales: Industria manufacturera
849,2021,243548,40,Segovia,7, Construcción
850,2020,229915,40,Segovia,7, Construcción
851,2019,288273,40,Segovia,7, Construcción
852,2021,741167,40,Segovia,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
853,2020,629104,40,Segovia,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
854,2019,777373,40,Segovia,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
855,2021,697627,40,Segovia,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
856,2020,664414,40,Segovia,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
857,2019,678843,40,Segovia,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
858,2021,848181,40,Segovia,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
